battery_capacity_kwh,charger_power_kw,initial_soc_pct,target_soc_pct,charging_time_hours,energy_required_kwh,temperature_c,battery_age_cycles,vehicle_weight_kg,hour_of_day,estimated_cost_inr,vehicle_model,charger_type,user_type,day_of_week
75.0,44.47,31.9,97.6,1.18,49.59,18.5,1000,1844.0,19,396.72,Tesla Model 3,DC Fast,Long-Distance Traveler,Wednesday
75.0,47.08,49.0,79.1,0.41,22.83,17.6,400,1979.0,23,182.64,Tesla Model Y,DC Fast,Long-Distance Traveler,Tuesday
75.0,6.81,35.1,79.0,4.91,33.52,24.4,800,1844.0,23,268.16,Tesla Model 3,Level 2,Casual Driver,Sunday
100.0,44.32,35.0,84.9,1.1,50.89,15.5,200,2241.0,8,407.12,Tesla Model S,DC Fast,Casual Driver,Monday
100.0,44.26,35.6,94.1,1.55,62.69,3.5,1400,2241.0,23,501.52,Tesla Model S,DC Fast,Casual Driver,Wednesday
100.0,6.98,11.4,79.5,10.09,70.11,12.9,200,2241.0,23,560.88,Tesla Model S,Level 2,Commuter,Tuesday
75.0,6.92,48.3,82.3,3.95,27.07,5.6,800,1844.0,8,216.56,Tesla Model 3,Level 2,Long-Distance Traveler,Friday
75.0,7.13,17.2,94.2,8.54,58.41,22.9,200,1844.0,23,467.28,Tesla Model 3,Level 2,Commuter,Friday
75.0,48.7,41.8,82.4,0.62,30.66,21.7,400,1844.0,14,245.28,Tesla Model 3,DC Fast,Long-Distance Traveler,Wednesday
40.0,7.04,51.0,98.9,2.93,19.37,22.9,1400,1598.0,23,154.96,Nissan Leaf,Level 2,Commuter,Saturday
77.4,6.36,33.7,81.5,6.26,39.45,4.1,600,1960.0,23,315.6,Kia EV6,Level 2,Commuter,Wednesday
77.4,44.56,36.7,83.6,0.78,37.29,13.4,1200,1960.0,14,298.32,Kia EV6,DC Fast,Commuter,Saturday
100.0,3.29,18.3,81.5,20.1,66.22,8.6,1000,2509.0,8,529.76,Tesla Model X,Level 1,Long-Distance Traveler,Thursday
75.0,46.32,39.8,82.2,0.75,35.97,-9.0,800,1844.0,19,287.76,Tesla Model 3,DC Fast,Casual Driver,Thursday
40.0,6.48,44.5,84.5,2.74,17.64,-3.5,200,1598.0,23,141.12,Nissan Leaf,Level 2,Commuter,Saturday
75.0,6.73,29.7,79.0,5.63,37.87,14.0,1200,1979.0,19,302.96,Tesla Model Y,Level 2,Commuter,Thursday
77.4,6.43,36.4,91.5,6.94,43.02,17.9,1400,1960.0,8,344.16,Kia EV6,Level 2,Casual Driver,Monday
75.0,6.85,8.0,83.4,8.38,56.8,21.1,1000,1844.0,19,454.4,Tesla Model 3,Level 2,Commuter,Wednesday
42.2,44.04,35.7,82.6,0.54,21.0,5.6,800,1195.0,19,168.0,BMW i3,DC Fast,Commuter,Saturday
100.0,3.29,40.7,81.9,12.67,41.56,17.6,400,2241.0,23,332.48,Tesla Model S,Level 1,Long-Distance Traveler,Tuesday
100.0,46.54,29.7,81.7,1.34,57.62,-4.3,800,2241.0,23,460.96,Tesla Model S,DC Fast,Commuter,Monday
40.0,3.0,47.7,98.9,7.86,22.36,-0.9,400,1598.0,19,178.88,Nissan Leaf,Level 1,Casual Driver,Monday
100.0,7.05,36.7,78.5,6.44,45.32,0.6,600,2241.0,23,362.56,Tesla Model S,Level 2,Long-Distance Traveler,Wednesday
40.0,47.19,8.0,91.6,0.6,33.55,19.2,1500,1598.0,19,268.4,Nissan Leaf,DC Fast,Commuter,Saturday
75.0,44.09,64.3,98.9,0.56,26.89,28.9,200,1979.0,19,215.12,Tesla Model Y,DC Fast,Long-Distance Traveler,Thursday
75.0,6.9,25.0,78.9,6.02,41.51,13.3,200,1979.0,23,332.08,Tesla Model Y,Level 2,Commuter,Thursday
75.0,3.16,54.5,90.1,9.15,27.91,31.2,600,1979.0,23,223.28,Tesla Model Y,Level 1,Casual Driver,Sunday
100.0,2.93,8.0,96.3,30.0,89.33,22.9,800,2241.0,23,714.64,Tesla Model S,Level 1,Casual Driver,Wednesday
65.0,3.24,27.1,78.8,10.63,34.5,13.8,400,1800.0,23,276.0,Chevy Bolt EV,Level 1,Commuter,Sunday
100.0,3.01,32.7,93.2,21.9,63.09,9.6,1200,2509.0,19,504.72,Tesla Model X,Level 1,Commuter,Wednesday
100.0,6.95,67.5,84.1,2.59,17.39,9.0,200,2509.0,23,139.12,Tesla Model X,Level 2,Commuter,Monday
42.2,7.02,27.6,80.9,3.5,24.65,-1.9,200,1195.0,8,197.2,BMW i3,Level 2,Casual Driver,Friday
72.6,2.98,8.0,80.4,18.05,53.73,25.3,200,1800.0,23,429.84,Hyundai Ioniq 5,Level 1,Commuter,Sunday
75.0,7.04,40.4,80.6,4.37,30.38,18.1,200,1844.0,14,243.04,Tesla Model 3,Level 2,Commuter,Tuesday
100.0,45.69,15.7,83.8,1.6,68.81,17.3,1200,2241.0,23,550.48,Tesla Model S,DC Fast,Commuter,Tuesday
100.0,46.89,60.2,81.2,0.46,23.31,-5.0,200,2509.0,23,186.48,Tesla Model X,DC Fast,Long-Distance Traveler,Saturday
42.2,45.77,29.8,92.5,0.68,27.8,31.8,800,1195.0,19,222.4,BMW i3,DC Fast,Commuter,Monday
77.4,6.48,30.5,96.2,8.77,53.48,32.2,1200,1960.0,8,427.84,Kia EV6,Level 2,Commuter,Thursday
77.4,6.76,48.0,81.5,3.91,26.27,23.4,400,1960.0,19,210.16,Kia EV6,Level 2,Casual Driver,Wednesday
72.6,44.59,26.7,82.9,0.96,42.79,31.4,800,1800.0,19,342.32,Hyundai Ioniq 5,DC Fast,Long-Distance Traveler,Wednesday
100.0,44.11,56.4,95.2,1.0,40.35,29.9,400,2241.0,23,322.8,Tesla Model S,DC Fast,Casual Driver,Thursday
77.4,6.65,39.3,81.7,5.26,34.5,7.8,400,1960.0,23,276.0,Kia EV6,Level 2,Commuter,Monday
100.0,45.32,8.0,80.2,1.6,72.46,19.1,1000,2241.0,23,579.68,Tesla Model S,DC Fast,Commuter,Thursday
75.0,3.13,21.7,82.6,15.67,48.85,3.7,200,1844.0,19,390.8,Tesla Model 3,Level 1,Long-Distance Traveler,Thursday
77.4,46.3,38.6,79.9,0.76,32.25,17.8,400,1960.0,23,258.0,Kia EV6,DC Fast,Commuter,Monday
100.0,46.57,44.4,81.8,0.93,37.78,18.1,1200,2241.0,14,302.24,Tesla Model S,DC Fast,Commuter,Wednesday
40.0,44.07,37.5,96.4,0.57,24.64,31.0,800,1598.0,19,197.12,Nissan Leaf,DC Fast,Long-Distance Traveler,Tuesday
75.0,6.44,19.8,98.8,9.83,59.38,20.4,400,1844.0,14,475.04,Tesla Model 3,Level 2,Long-Distance Traveler,Tuesday
65.0,6.71,51.9,84.2,3.22,21.52,13.9,1000,1800.0,8,172.16,Chevy Bolt EV,Level 2,Casual Driver,Wednesday
95.0,3.05,26.9,97.3,24.07,68.98,12.3,400,2585.0,8,551.84,Audi e-tron,Level 1,Long-Distance Traveler,Friday
100.0,46.97,44.9,98.6,1.23,55.66,11.4,800,2241.0,8,445.28,Tesla Model S,DC Fast,Casual Driver,Tuesday
100.0,3.28,50.6,97.1,15.13,46.94,22.5,1500,2509.0,8,375.52,Tesla Model X,Level 1,Commuter,Wednesday
100.0,6.4,13.6,95.9,13.97,84.86,27.3,1000,2509.0,19,678.88,Tesla Model X,Level 2,Commuter,Tuesday
65.0,3.25,28.0,91.4,14.22,44.2,36.6,1400,1800.0,8,353.6,Chevy Bolt EV,Level 1,Casual Driver,Saturday
100.0,6.34,45.0,98.5,9.37,55.78,9.8,1200,2241.0,19,446.24,Tesla Model S,Level 2,Commuter,Tuesday
75.0,46.11,34.3,78.6,0.83,34.36,28.1,1200,1844.0,23,274.88,Tesla Model 3,DC Fast,Long-Distance Traveler,Thursday
75.0,2.93,36.1,90.8,15.45,43.59,5.0,200,1979.0,19,348.72,Tesla Model Y,Level 1,Commuter,Friday
100.0,3.2,30.0,96.7,23.59,71.05,4.8,200,2241.0,23,568.4,Tesla Model S,Level 1,Long-Distance Traveler,Tuesday
95.0,49.07,58.2,82.6,0.61,24.49,6.3,600,2585.0,23,195.92,Audi e-tron,DC Fast,Long-Distance Traveler,Friday
100.0,6.58,28.1,82.8,8.41,55.2,22.4,200,2241.0,14,441.6,Tesla Model S,Level 2,Long-Distance Traveler,Monday
75.0,45.86,37.8,80.8,0.64,33.04,14.3,1000,1979.0,23,264.32,Tesla Model Y,DC Fast,Casual Driver,Tuesday
72.6,44.7,41.4,82.9,0.66,30.17,19.5,400,1800.0,19,241.36,Hyundai Ioniq 5,DC Fast,Casual Driver,Saturday
40.0,47.4,30.4,81.7,0.49,20.93,24.9,200,1598.0,23,167.44,Nissan Leaf,DC Fast,Commuter,Saturday
95.0,6.61,39.9,96.6,9.8,61.37,-10.5,200,2585.0,23,490.96,Audi e-tron,Level 2,Commuter,Monday
72.6,6.87,44.9,83.2,4.15,28.43,25.7,1200,1800.0,23,227.44,Hyundai Ioniq 5,Level 2,Long-Distance Traveler,Thursday
65.0,6.7,53.6,80.2,2.66,17.78,13.0,200,1800.0,8,142.24,Chevy Bolt EV,Level 2,Commuter,Tuesday
40.0,6.97,34.8,84.0,2.94,20.43,10.9,200,1598.0,19,163.44,Nissan Leaf,Level 2,Casual Driver,Monday
77.4,6.98,23.1,95.2,8.8,57.89,11.1,600,1960.0,14,463.12,Kia EV6,Level 2,Casual Driver,Sunday
77.4,6.96,34.4,81.7,5.28,36.87,21.7,600,1960.0,14,294.96,Kia EV6,Level 2,Casual Driver,Friday
75.0,3.16,56.4,97.2,10.49,31.51,12.7,400,1979.0,23,252.08,Tesla Model Y,Level 1,Casual Driver,Sunday
75.0,48.33,22.2,84.2,1.01,46.52,20.3,200,1844.0,19,372.16,Tesla Model 3,DC Fast,Commuter,Sunday
100.0,45.86,23.3,92.7,1.83,79.58,-12.0,1000,2241.0,14,636.64,Tesla Model S,DC Fast,Commuter,Thursday
75.0,6.8,25.8,82.4,6.67,45.17,4.9,1200,1844.0,23,361.36,Tesla Model 3,Level 2,Commuter,Wednesday
100.0,6.35,30.0,81.7,8.41,52.9,25.8,200,2509.0,19,423.2,Tesla Model X,Level 2,Casual Driver,Friday
75.0,6.54,29.0,96.1,8.25,51.18,23.9,600,1844.0,23,409.44,Tesla Model 3,Level 2,Commuter,Tuesday
40.0,7.11,28.0,94.8,4.29,28.88,1.3,1000,1598.0,8,231.04,Nissan Leaf,Level 2,Commuter,Saturday
100.0,6.59,18.9,92.3,13.22,84.14,-12.0,800,2509.0,19,673.12,Tesla Model X,Level 2,Casual Driver,Tuesday
95.0,49.36,57.1,78.0,0.5,19.95,18.9,1400,2585.0,19,159.6,Audi e-tron,DC Fast,Commuter,Tuesday
77.4,6.45,39.8,81.1,5.35,34.04,4.9,400,1960.0,23,272.32,Kia EV6,Level 2,Casual Driver,Sunday
75.0,2.93,48.6,78.9,8.02,23.28,26.0,200,1979.0,23,186.24,Tesla Model Y,Level 1,Commuter,Monday
100.0,6.67,20.1,91.2,12.17,78.49,-3.6,400,2241.0,23,627.92,Tesla Model S,Level 2,Commuter,Wednesday
75.0,49.46,40.9,80.6,0.6,32.17,1.4,600,1979.0,19,257.36,Tesla Model Y,DC Fast,Commuter,Wednesday
95.0,6.95,32.3,80.1,6.8,47.02,28.6,800,2585.0,23,376.16,Audi e-tron,Level 2,Commuter,Saturday
100.0,6.58,28.1,83.4,9.08,58.91,35.3,400,2509.0,23,471.28,Tesla Model X,Level 2,Commuter,Thursday
75.0,6.45,52.5,79.5,3.34,21.47,6.6,800,1979.0,19,171.76,Tesla Model Y,Level 2,Casual Driver,Thursday
100.0,6.41,35.8,99.5,10.76,64.44,23.1,1200,2241.0,23,515.52,Tesla Model S,Level 2,Commuter,Wednesday
75.0,2.97,24.2,79.0,14.21,42.41,27.4,400,1979.0,19,339.28,Tesla Model Y,Level 1,Casual Driver,Friday
100.0,47.99,8.0,83.2,1.58,77.48,27.5,1200,2509.0,23,619.84,Tesla Model X,DC Fast,Commuter,Friday
100.0,6.91,50.6,78.4,4.09,27.98,18.6,200,2241.0,8,223.84,Tesla Model S,Level 2,Commuter,Thursday
75.0,6.9,38.1,95.9,6.71,43.74,17.9,400,1979.0,14,349.92,Tesla Model Y,Level 2,Casual Driver,Wednesday
100.0,6.56,27.3,80.6,8.13,53.36,20.0,400,2241.0,14,426.88,Tesla Model S,Level 2,Long-Distance Traveler,Saturday
100.0,6.89,18.5,83.3,9.58,65.51,22.8,1200,2509.0,19,524.08,Tesla Model X,Level 2,Casual Driver,Saturday
75.0,7.17,33.5,79.9,5.0,36.24,29.7,800,1979.0,23,289.92,Tesla Model Y,Level 2,Commuter,Sunday
65.0,44.8,48.9,82.4,0.48,22.68,10.2,1000,1800.0,8,181.44,Chevy Bolt EV,DC Fast,Commuter,Sunday
100.0,46.36,47.6,92.4,1.2,48.37,38.3,600,2241.0,19,386.96,Tesla Model S,DC Fast,Casual Driver,Monday
72.6,7.16,29.3,81.8,5.55,40.25,33.5,1000,1800.0,19,322.0,Hyundai Ioniq 5,Level 2,Casual Driver,Sunday
95.0,7.11,28.1,84.6,7.71,53.83,19.0,400,2585.0,8,430.64,Audi e-tron,Level 2,Casual Driver,Thursday
75.0,6.71,29.5,81.8,6.01,40.23,13.8,1000,1844.0,23,321.84,Tesla Model 3,Level 2,Casual Driver,Thursday
100.0,7.09,23.0,97.3,11.65,77.89,8.4,1200,2241.0,23,623.12,Tesla Model S,Level 2,Casual Driver,Monday
75.0,6.94,42.8,84.8,4.81,32.35,13.0,1200,1979.0,19,258.8,Tesla Model Y,Level 2,Commuter,Saturday
75.0,6.53,63.4,99.4,4.73,28.41,7.1,1000,1844.0,19,227.28,Tesla Model 3,Level 2,Commuter,Friday
100.0,3.21,14.7,83.6,21.92,69.59,17.5,200,2509.0,19,556.72,Tesla Model X,Level 1,Commuter,Monday
65.0,6.44,73.5,92.7,2.06,13.41,3.0,200,1800.0,8,107.28,Chevy Bolt EV,Level 2,Commuter,Tuesday
40.0,49.34,15.5,78.7,0.53,25.93,26.2,400,1598.0,23,207.44,Nissan Leaf,DC Fast,Casual Driver,Monday
40.0,47.05,17.0,83.3,0.6,26.85,23.3,800,1598.0,8,214.8,Nissan Leaf,DC Fast,Commuter,Friday
65.0,7.08,35.3,98.9,6.27,41.74,22.5,400,1800.0,19,333.92,Chevy Bolt EV,Level 2,Casual Driver,Thursday
75.0,6.35,31.1,82.5,6.64,41.63,1.3,200,1844.0,14,333.04,Tesla Model 3,Level 2,Casual Driver,Sunday
100.0,45.35,8.0,78.9,1.6,71.37,18.4,600,2509.0,23,570.96,Tesla Model X,DC Fast,Casual Driver,Thursday
40.0,2.92,33.1,80.5,6.69,19.79,9.4,1000,1598.0,19,158.32,Nissan Leaf,Level 1,Commuter,Monday
95.0,6.75,52.8,92.6,5.95,38.1,17.9,200,2585.0,23,304.8,Audi e-tron,Level 2,Commuter,Sunday
75.0,49.4,26.3,97.3,1.19,55.41,10.3,1000,1979.0,19,443.28,Tesla Model Y,DC Fast,Commuter,Friday
100.0,44.25,40.5,78.1,0.9,39.61,7.1,600,2241.0,19,316.88,Tesla Model S,DC Fast,Commuter,Wednesday
75.0,3.06,25.1,81.8,15.23,46.32,-0.4,1000,1844.0,19,370.56,Tesla Model 3,Level 1,Commuter,Saturday
65.0,6.92,8.0,83.4,7.48,51.21,9.1,600,1800.0,23,409.68,Chevy Bolt EV,Level 2,Casual Driver,Wednesday
75.0,6.82,53.8,98.8,5.78,37.1,-2.5,1500,1844.0,8,296.8,Tesla Model 3,Level 2,Commuter,Wednesday
100.0,44.73,10.5,91.6,2.06,87.56,1.6,200,2509.0,14,700.48,Tesla Model X,DC Fast,Commuter,Friday
75.0,6.99,49.6,98.9,5.68,37.32,22.6,1000,1979.0,23,298.56,Tesla Model Y,Level 2,Commuter,Saturday
72.6,3.22,54.1,93.6,9.5,29.39,13.9,200,1800.0,19,235.12,Hyundai Ioniq 5,Level 1,Commuter,Monday
75.0,6.6,32.0,95.4,7.95,49.76,8.9,1500,1844.0,14,398.08,Tesla Model 3,Level 2,Commuter,Saturday
100.0,6.44,49.4,81.9,5.35,34.47,5.3,800,2509.0,23,275.76,Tesla Model X,Level 2,Commuter,Monday
75.0,6.96,31.6,80.0,5.31,37.19,14.0,1200,1844.0,14,297.52,Tesla Model 3,Level 2,Commuter,Wednesday
100.0,6.37,8.0,91.1,13.78,84.83,14.8,1000,2509.0,23,678.64,Tesla Model X,Level 2,Casual Driver,Sunday
40.0,45.55,48.2,78.5,0.27,13.22,40.8,800,1598.0,23,105.76,Nissan Leaf,DC Fast,Commuter,Thursday
100.0,6.39,23.2,99.4,13.91,83.5,42.0,600,2241.0,19,668.0,Tesla Model S,Level 2,Casual Driver,Tuesday
75.0,6.46,75.0,97.1,2.73,16.69,22.2,400,1844.0,19,133.52,Tesla Model 3,Level 2,Casual Driver,Monday
75.0,3.25,34.2,99.8,16.26,49.36,20.9,1500,1844.0,19,394.88,Tesla Model 3,Level 1,Long-Distance Traveler,Friday
75.0,45.55,52.2,83.0,0.55,25.98,-7.7,400,1979.0,23,207.84,Tesla Model Y,DC Fast,Commuter,Saturday
40.0,7.06,37.1,82.0,2.62,18.83,8.4,1000,1598.0,23,150.64,Nissan Leaf,Level 2,Commuter,Sunday
40.0,7.06,32.1,81.2,2.91,20.49,30.0,1200,1598.0,23,163.92,Nissan Leaf,Level 2,Long-Distance Traveler,Monday
72.6,47.29,25.4,99.8,1.27,54.64,22.9,400,1800.0,19,437.12,Hyundai Ioniq 5,DC Fast,Commuter,Wednesday
75.0,7.12,38.7,82.6,4.7,32.99,19.5,200,1844.0,14,263.92,Tesla Model 3,Level 2,Casual Driver,Wednesday
40.0,7.11,13.1,84.2,4.36,30.36,4.0,600,1598.0,19,242.88,Nissan Leaf,Level 2,Long-Distance Traveler,Tuesday
40.0,6.53,23.5,99.0,5.41,33.45,-4.2,800,1598.0,19,267.6,Nissan Leaf,Level 2,Casual Driver,Thursday
75.0,6.92,40.8,83.5,4.81,33.0,12.4,1200,1979.0,19,264.0,Tesla Model Y,Level 2,Casual Driver,Thursday
77.4,6.59,62.2,82.2,2.62,17.6,-10.3,400,1960.0,19,140.8,Kia EV6,Level 2,Commuter,Wednesday
75.0,45.13,17.2,98.2,1.51,61.73,16.0,800,1844.0,19,493.84,Tesla Model 3,DC Fast,Long-Distance Traveler,Wednesday
40.0,49.42,29.5,80.3,0.48,21.77,3.5,800,1598.0,23,174.16,Nissan Leaf,DC Fast,Long-Distance Traveler,Wednesday
42.2,6.43,24.3,81.4,3.92,25.7,4.5,600,1195.0,19,205.6,BMW i3,Level 2,Casual Driver,Friday
75.0,7.17,39.2,93.3,6.15,42.46,8.8,400,1979.0,8,339.68,Tesla Model Y,Level 2,Commuter,Monday
100.0,6.8,8.0,82.1,11.07,74.21,19.7,400,2241.0,23,593.68,Tesla Model S,Level 2,Commuter,Thursday
42.2,6.79,31.0,82.0,3.45,23.53,-1.4,400,1195.0,14,188.24,BMW i3,Level 2,Casual Driver,Sunday
75.0,44.34,52.9,92.3,0.73,30.74,29.6,1400,1844.0,14,245.92,Tesla Model 3,DC Fast,Commuter,Thursday
75.0,44.08,48.7,83.5,0.69,28.65,42.0,600,1979.0,19,229.2,Tesla Model Y,DC Fast,Casual Driver,Sunday
75.0,2.93,30.5,83.7,14.49,41.6,9.7,1400,1979.0,23,332.8,Tesla Model Y,Level 1,Commuter,Monday
40.0,6.9,20.6,93.3,4.96,32.77,-8.2,600,1598.0,8,262.16,Nissan Leaf,Level 2,Long-Distance Traveler,Sunday
75.0,7.14,16.7,79.1,7.2,51.33,42.0,600,1844.0,23,410.64,Tesla Model 3,Level 2,Commuter,Sunday
100.0,46.25,23.9,80.6,1.34,60.31,34.6,600,2241.0,14,482.48,Tesla Model S,DC Fast,Commuter,Tuesday
100.0,7.11,56.5,82.1,3.79,26.82,8.4,1200,2509.0,14,214.56,Tesla Model X,Level 2,Long-Distance Traveler,Tuesday
40.0,6.81,33.0,81.9,3.02,20.06,26.3,1400,1598.0,8,160.48,Nissan Leaf,Level 2,Commuter,Friday
95.0,7.18,26.3,83.2,7.72,54.44,21.7,600,2585.0,23,435.52,Audi e-tron,Level 2,Casual Driver,Tuesday
40.0,6.73,38.5,90.7,3.26,20.98,21.0,1000,1598.0,23,167.84,Nissan Leaf,Level 2,Casual Driver,Saturday
75.0,48.59,48.1,83.1,0.42,26.25,20.6,400,1844.0,19,210.0,Tesla Model 3,DC Fast,Commuter,Monday
77.4,3.17,41.2,92.2,13.74,41.9,5.7,200,1960.0,23,335.2,Kia EV6,Level 1,Casual Driver,Sunday
95.0,6.51,50.8,81.3,4.48,29.1,18.9,800,2585.0,19,232.8,Audi e-tron,Level 2,Commuter,Wednesday
75.0,48.27,32.9,84.4,0.81,38.98,18.1,1500,1979.0,23,311.84,Tesla Model Y,DC Fast,Casual Driver,Sunday
72.6,6.78,58.0,79.0,2.34,16.62,40.5,200,1800.0,19,132.96,Hyundai Ioniq 5,Level 2,Commuter,Wednesday
75.0,7.06,17.2,79.9,6.78,48.26,13.7,600,1979.0,23,386.08,Tesla Model Y,Level 2,Long-Distance Traveler,Wednesday
72.6,7.04,53.9,80.6,2.84,19.68,16.2,600,1800.0,23,157.44,Hyundai Ioniq 5,Level 2,Casual Driver,Monday
42.2,48.59,38.9,91.9,0.47,22.84,15.2,1000,1195.0,23,182.72,BMW i3,DC Fast,Commuter,Thursday
77.4,45.08,28.5,85.0,0.9,44.86,13.7,400,1960.0,23,358.88,Kia EV6,DC Fast,Casual Driver,Saturday
72.6,6.34,26.9,84.5,6.9,42.85,26.0,1200,1800.0,23,342.8,Hyundai Ioniq 5,Level 2,Long-Distance Traveler,Monday
75.0,7.11,40.5,93.0,5.74,39.59,18.9,200,1844.0,19,316.72,Tesla Model 3,Level 2,Long-Distance Traveler,Thursday
75.0,7.12,25.7,80.6,6.01,42.14,25.7,1500,1844.0,14,337.12,Tesla Model 3,Level 2,Commuter,Wednesday
100.0,6.37,30.3,80.5,8.18,51.61,13.0,1400,2509.0,8,412.88,Tesla Model X,Level 2,Commuter,Friday
77.4,7.13,44.6,82.4,4.35,31.19,4.6,1200,1960.0,14,249.52,Kia EV6,Level 2,Commuter,Monday
100.0,6.44,38.7,81.8,6.98,44.61,28.4,200,2241.0,14,356.88,Tesla Model S,Level 2,Commuter,Thursday
75.0,45.73,30.2,79.6,0.85,39.96,2.2,600,1844.0,14,319.68,Tesla Model 3,DC Fast,Long-Distance Traveler,Tuesday
95.0,6.44,39.8,78.6,6.08,39.29,4.2,1200,2585.0,23,314.32,Audi e-tron,Level 2,Casual Driver,Saturday
75.0,6.96,39.1,78.4,4.28,29.62,18.9,1000,1979.0,19,236.96,Tesla Model Y,Level 2,Casual Driver,Wednesday
72.6,44.47,8.0,79.2,1.32,59.26,-12.0,800,1800.0,14,474.08,Hyundai Ioniq 5,DC Fast,Commuter,Tuesday
75.0,6.93,47.4,78.7,3.55,24.72,7.3,1000,1844.0,23,197.76,Tesla Model 3,Level 2,Long-Distance Traveler,Thursday
40.0,6.63,14.0,79.0,4.33,28.58,-2.5,400,1598.0,19,228.64,Nissan Leaf,Level 2,Casual Driver,Tuesday
75.0,7.15,38.9,78.1,4.39,31.69,38.6,1200,1979.0,14,253.52,Tesla Model Y,Level 2,Commuter,Friday
75.0,7.11,29.9,83.0,5.79,41.51,9.7,200,1844.0,14,332.08,Tesla Model 3,Level 2,Casual Driver,Tuesday
40.0,3.29,37.7,78.0,5.03,16.12,19.9,1500,1598.0,23,128.96,Nissan Leaf,Level 1,Casual Driver,Friday
100.0,7.1,32.5,78.3,6.56,46.43,16.5,200,2241.0,14,371.44,Tesla Model S,Level 2,Casual Driver,Tuesday
75.0,44.68,31.1,93.9,1.16,47.95,24.4,600,1844.0,19,383.6,Tesla Model 3,DC Fast,Casual Driver,Friday
75.0,44.58,18.0,97.9,1.52,60.67,22.9,1200,1844.0,23,485.36,Tesla Model 3,DC Fast,Commuter,Friday
75.0,6.81,13.9,97.1,10.33,65.67,32.5,600,1844.0,23,525.36,Tesla Model 3,Level 2,Long-Distance Traveler,Sunday
72.6,3.0,10.1,78.9,17.09,51.49,27.6,1000,1800.0,23,411.92,Hyundai Ioniq 5,Level 1,Commuter,Sunday
65.0,44.74,35.4,84.5,0.72,32.95,28.1,400,1800.0,14,263.6,Chevy Bolt EV,DC Fast,Commuter,Sunday
95.0,3.04,23.8,81.7,18.69,56.52,13.5,200,2585.0,8,452.16,Audi e-tron,Level 1,Commuter,Saturday
40.0,6.89,36.6,79.8,2.65,18.42,4.3,1200,1598.0,19,147.36,Nissan Leaf,Level 2,Long-Distance Traveler,Friday
75.0,6.57,54.9,97.0,5.15,32.43,26.1,600,1979.0,8,259.44,Tesla Model Y,Level 2,Commuter,Friday
100.0,3.12,20.3,81.2,21.3,66.25,0.0,200,2241.0,14,530.0,Tesla Model S,Level 1,Commuter,Friday
77.4,6.82,58.7,92.2,4.04,26.29,16.1,400,1960.0,23,210.32,Kia EV6,Level 2,Casual Driver,Wednesday
100.0,47.77,41.2,83.5,0.9,43.05,15.9,400,2509.0,14,344.4,Tesla Model X,DC Fast,Long-Distance Traveler,Friday
75.0,6.91,60.0,80.2,2.37,16.63,-2.7,600,1979.0,14,133.04,Tesla Model Y,Level 2,Commuter,Thursday
100.0,48.78,59.0,80.1,0.33,22.04,31.7,600,2509.0,23,176.32,Tesla Model X,DC Fast,Casual Driver,Wednesday
77.4,45.9,13.8,82.3,1.25,57.29,1.3,200,1960.0,14,458.32,Kia EV6,DC Fast,Commuter,Saturday
75.0,6.49,55.7,78.5,2.74,17.73,28.9,800,1844.0,23,141.84,Tesla Model 3,Level 2,Commuter,Sunday
100.0,48.58,61.3,93.8,0.83,33.88,9.7,1000,2241.0,23,271.04,Tesla Model S,DC Fast,Commuter,Monday
40.0,6.71,14.3,79.4,4.05,26.84,12.3,200,1598.0,23,214.72,Nissan Leaf,Level 2,Casual Driver,Saturday
75.0,44.43,47.9,80.1,0.57,25.42,32.3,400,1844.0,14,203.36,Tesla Model 3,DC Fast,Casual Driver,Sunday
40.0,49.6,38.9,98.0,0.52,25.86,41.4,200,1598.0,23,206.88,Nissan Leaf,DC Fast,Commuter,Wednesday
75.0,2.92,29.8,82.0,14.22,41.3,7.1,600,1979.0,23,330.4,Tesla Model Y,Level 1,Casual Driver,Monday
100.0,48.7,37.7,79.9,0.96,48.37,-12.0,200,2241.0,14,386.96,Tesla Model S,DC Fast,Commuter,Wednesday
100.0,7.17,36.8,83.1,6.68,47.03,16.2,200,2241.0,19,376.24,Tesla Model S,Level 2,Long-Distance Traveler,Tuesday
75.0,6.5,19.6,82.8,8.05,51.8,-1.1,1000,1979.0,23,414.4,Tesla Model Y,Level 2,Casual Driver,Saturday
100.0,47.27,33.8,84.2,1.24,56.77,-8.2,200,2509.0,23,454.16,Tesla Model X,DC Fast,Commuter,Tuesday
75.0,44.14,35.4,93.1,1.0,44.12,15.4,200,1979.0,14,352.96,Tesla Model Y,DC Fast,Commuter,Friday
100.0,7.07,36.0,83.5,7.15,49.79,8.8,400,2241.0,14,398.32,Tesla Model S,Level 2,Long-Distance Traveler,Saturday
77.4,3.16,48.2,94.2,11.93,36.09,16.6,200,1960.0,8,288.72,Kia EV6,Level 1,Long-Distance Traveler,Thursday
75.0,6.55,32.4,79.8,5.89,38.35,38.1,1200,1844.0,23,306.8,Tesla Model 3,Level 2,Casual Driver,Thursday
75.0,44.52,56.5,81.5,0.5,18.9,17.9,1200,1844.0,8,151.2,Tesla Model 3,DC Fast,Casual Driver,Monday
100.0,7.06,60.7,82.4,3.22,22.03,23.7,600,2509.0,14,176.24,Tesla Model X,Level 2,Commuter,Wednesday
