User_ID,Vehicle_Model,Battery_Capacity_kWh,Charging_Station_ID,Charging_Station_Location,Energy_Consumed_kWh,Charging_Duration_Hours,Charging_Rate_kW,Charging_Cost_USD,Time_of_Day,Day_of_Week,State_of_Charge_Start_%,State_of_Charge_End_%,Distance_Driven_km,Temperature_C,Vehicle_Age_years,Charger_Type,User_Type
U1344,BMW i3,42.2,CS268,Public,15.46,2.23,6.85,2.99,Morning,Sunday,46.1,81.7,60.0,27.2,2,Level 2,Commuter
U1345,Tesla Model 3,75.0,CS216,Public,43.28,6.93,6.37,9.85,Night,Wednesday,32.3,84.9,14.2,-1.8,1,Level 2,Commuter
U1346,Tesla Model Y,75.0,CS610,Highway,70.01,11.31,6.52,15.3,Night,Tuesday,12.5,96.5,51.1,-5.0,8,Level 2,Commuter
U1347,Tesla Model S,100.0,CS652,Home,30.63,0.59,49.56,13.23,Morning,Friday,50.8,81.1,42.2,22.6,5,DC Fast,Casual Driver
U1348,Tesla Model Y,75.0,CS223,Public,45.49,7.3,6.49,9.5,Afternoon,Tuesday,34.2,93.3,41.9,26.8,3,Level 2,Commuter
U1349,Kia EV6,77.4,CS329,Highway,25.42,3.81,6.78,4.74,Night,Sunday,50.9,82.9,13.2,13.6,1,Level 2,Commuter
U1350,Nissan Leaf,40.0,CS963,Public,16.61,2.49,6.99,2.64,Evening,Friday,56.7,96.3,18.4,8.3,3,Level 2,Commuter
U1351,Tesla Model 3,75.0,CS704,Workplace,40.42,6.33,6.49,9.89,Afternoon,Tuesday,29.9,82.8,15.6,15.3,3,Level 2,Long-Distance Traveler
U1352,Tesla Model Y,75.0,CS952,Highway,20.74,0.48,46.26,5.89,Night,Friday,55.6,80.1,16.2,-8.1,5,DC Fast,Long-Distance Traveler
U1353,Tesla Model Y,75.0,CS969,Highway,50.04,7.81,6.36,8.19,Evening,Wednesday,19.8,82.7,46.5,5.6,4,Level 2,Commuter
U1354,Tesla Model Y,75.0,CS604,Public,53.55,16.66,3.25,5.86,Afternoon,Saturday,16.3,84.5,92.2,8.8,2,Level 1,Commuter
U1355,Nissan Leaf,40.0,CS249,Highway,15.13,2.22,7.02,3.12,Morning,Tuesday,43.1,78.2,10.2,1.9,8,Level 2,Long-Distance Traveler
U1356,Tesla Model S,100.0,CS939,Public,49.03,7.45,6.53,7.55,Night,Wednesday,31.4,78.6,25.4,10.5,4,Level 2,Commuter
U1357,Tesla Model 3,75.0,CS617,Public,73.02,1.63,44.01,25.59,Night,Monday,8.0,92.9,30.5,-12.0,6,DC Fast,Commuter
U1358,Tesla Model X,100.0,CS139,Home,69.11,1.69,45.88,26.68,Afternoon,Friday,31.2,98.1,54.9,12.1,4,DC Fast,Commuter
U1359,Kia EV6,77.4,CS178,Highway,41.95,0.88,46.87,16.84,Night,Thursday,27.7,81.5,16.7,18.3,6,DC Fast,Commuter
U1360,Tesla Model 3,75.0,CS490,Public,53.16,17.8,3.14,7.12,Morning,Monday,29.6,94.2,72.0,-2.4,6,Level 1,Commuter
U1361,Hyundai Ioniq 5,72.6,CS900,Highway,49.84,1.12,46.8,16.34,Evening,Monday,30.4,92.5,17.5,-3.7,3,DC Fast,Commuter
U1362,Tesla Model Y,75.0,CS909,Home,28.24,0.49,48.47,10.57,Morning,Tuesday,41.9,79.1,25.6,16.6,2,DC Fast,Casual Driver
U1363,Tesla Model Y,75.0,CS897,Public,39.74,5.89,7.1,6.48,Morning,Monday,41.4,92.8,30.1,12.7,1,Level 2,Long-Distance Traveler
U1364,Audi e-tron,95.0,CS780,Highway,25.17,3.51,7.15,5.29,Evening,Monday,57.2,81.1,95.5,-3.6,3,Level 2,Long-Distance Traveler
U1365,Tesla Model Y,75.0,CS521,Workplace,34.77,0.78,45.04,11.43,Evening,Monday,50.1,95.4,142.9,14.3,3,DC Fast,Casual Driver
U1366,Chevy Bolt EV,65.0,CS814,Home,29.21,9.49,3.3,3.89,Evening,Friday,54.4,97.7,9.1,29.0,4,Level 1,Long-Distance Traveler
U1367,Tesla Model X,100.0,CS306,Highway,39.05,6.05,6.4,8.23,Evening,Friday,41.7,79.5,51.2,12.5,3,Level 2,Commuter
U1368,Hyundai Ioniq 5,72.6,CS735,Public,25.26,3.91,6.53,5.72,Afternoon,Wednesday,45.7,80.4,61.9,20.6,2,Level 2,Commuter
U1369,Nissan Leaf,40.0,CS759,Public,21.48,3.44,6.66,4.3,Afternoon,Thursday,45.3,96.7,137.2,30.6,2,Level 2,Commuter
U1370,Nissan Leaf,40.0,CS978,Workplace,16.33,0.28,47.7,4.5,Afternoon,Thursday,40.0,80.1,45.9,24.7,7,DC Fast,Casual Driver
U1371,Tesla Model S,100.0,CS311,Public,48.86,7.79,6.41,7.68,Afternoon,Wednesday,37.3,83.5,8.3,33.8,1,Level 2,Casual Driver
U1372,Chevy Bolt EV,65.0,CS474,Workplace,36.3,0.84,45.29,14.03,Night,Thursday,30.9,83.6,65.4,34.2,8,DC Fast,Long-Distance Traveler
U1373,Nissan Leaf,40.0,CS169,Public,21.67,0.47,49.02,7.37,Night,Saturday,44.4,97.1,59.0,13.1,5,DC Fast,Commuter
U1374,Tesla Model S,100.0,CS973,Highway,51.88,8.52,6.58,9.23,Morning,Wednesday,48.4,99.5,19.6,16.3,4,Level 2,Long-Distance Traveler
U1375,Tesla Model 3,75.0,CS262,Public,46.39,6.74,7.18,6.19,Morning,Monday,41.1,95.0,85.4,-12.0,6,Level 2,Commuter
U1376,BMW i3,42.2,CS897,Public,13.05,0.28,47.59,4.14,Night,Saturday,50.8,81.6,155.0,21.1,5,DC Fast,Commuter
U1377,Kia EV6,77.4,CS333,Public,57.47,1.32,45.76,18.18,Afternoon,Tuesday,21.3,94.4,168.8,23.9,1,DC Fast,Commuter
U1378,Tesla Model Y,75.0,CS672,Public,48.06,7.23,6.68,9.2,Night,Friday,20.7,83.7,5.0,24.2,4,Level 2,Commuter
U1379,Tesla Model Y,75.0,CS758,Home,42.14,14.4,3.11,4.33,Morning,Tuesday,44.0,100.0,42.6,20.9,3,Level 1,Casual Driver
U1380,Audi e-tron,95.0,CS527,Home,42.91,6.38,6.78,9.52,Afternoon,Sunday,40.0,84.8,8.7,17.9,2,Level 2,Commuter
U1381,Tesla Model Y,75.0,CS578,Public,46.51,7.23,6.41,10.99,Evening,Saturday,17.8,79.1,32.7,22.9,3,Level 2,Long-Distance Traveler
U1382,Kia EV6,77.4,CS966,Public,54.93,1.25,47.61,15.45,Morning,Tuesday,25.3,94.3,57.4,13.2,6,DC Fast,Long-Distance Traveler
U1383,Tesla Model Y,75.0,CS134,Public,28.62,0.54,49.39,12.04,Night,Thursday,41.7,79.4,24.8,23.3,4,DC Fast,Commuter
U1384,BMW i3,42.2,CS765,Public,3.76,0.58,6.59,0.73,Night,Sunday,75.0,83.2,10.8,1.3,3,Level 2,Commuter
U1385,Hyundai Ioniq 5,72.6,CS442,Workplace,41.48,6.24,6.59,8.37,Morning,Sunday,27.8,80.0,111.9,-1.6,1,Level 2,Casual Driver
U1386,BMW i3,42.2,CS873,Highway,14.01,2.13,6.41,2.17,Afternoon,Sunday,52.4,83.3,47.2,2.8,8,Level 2,Commuter
U1387,Tesla Model 3,75.0,CS726,Public,60.64,1.3,47.61,16.5,Evening,Tuesday,8.0,84.5,36.8,6.6,2,DC Fast,Casual Driver
U1388,Nissan Leaf,40.0,CS927,Public,17.31,2.63,6.56,3.3,Night,Tuesday,40.4,78.1,30.2,-12.0,7,Level 2,Commuter
U1389,Tesla Model X,100.0,CS787,Highway,41.18,0.84,45.66,16.8,Evening,Monday,43.2,82.3,8.1,32.5,5,DC Fast,Casual Driver
U1390,Tesla Model 3,75.0,CS476,Home,41.98,6.43,6.57,6.01,Night,Saturday,26.6,79.8,29.5,7.8,5,Level 2,Casual Driver
U1391,Tesla Model Y,75.0,CS862,Highway,60.65,8.99,6.85,9.79,Night,Wednesday,10.6,84.5,21.9,-1.3,2,Level 2,Commuter
U1392,Tesla Model S,100.0,CS324,Public,52.71,1.1,49.54,18.2,Night,Tuesday,35.2,85.0,71.0,6.2,7,DC Fast,Casual Driver
U1393,Audi e-tron,95.0,CS850,Highway,76.97,12.0,6.8,15.51,Night,Sunday,20.0,97.2,35.0,8.2,7,Level 2,Commuter
U1394,Tesla Model 3,75.0,CS748,Highway,30.43,9.84,3.13,4.3,Night,Thursday,41.9,82.1,32.1,21.9,2,Level 1,Commuter
U1395,Kia EV6,77.4,CS330,Home,37.28,0.78,47.78,13.41,Afternoon,Sunday,49.5,95.9,34.1,10.8,4,DC Fast,Commuter
U1396,Tesla Model X,100.0,CS936,Highway,45.06,6.6,6.86,6.81,Night,Saturday,40.2,84.8,75.2,17.6,4,Level 2,Commuter
U1397,Tesla Model X,100.0,CS707,Public,46.33,14.17,3.27,6.42,Afternoon,Wednesday,33.1,78.4,51.4,25.2,3,Level 1,Commuter
U1398,Tesla Model 3,75.0,CS337,Public,26.99,4.16,6.66,4.94,Night,Wednesday,46.3,81.6,68.8,14.8,5,Level 2,Commuter
U1399,Tesla Model 3,75.0,CS992,Highway,21.88,3.27,6.7,5.17,Evening,Friday,52.9,81.0,24.5,29.5,6,Level 2,Casual Driver
U1400,Tesla Model X,100.0,CS493,Highway,45.06,6.84,6.65,7.18,Evening,Monday,36.2,80.3,53.9,24.9,7,Level 2,Commuter
U1401,Hyundai Ioniq 5,72.6,CS412,Public,66.93,10.77,6.59,10.16,Evening,Thursday,15.1,98.5,24.2,-3.8,4,Level 2,Casual Driver
U1402,Tesla Model 3,75.0,CS581,Public,53.85,8.28,6.83,9.0,Night,Sunday,29.7,96.3,41.8,38.0,1,Level 2,Long-Distance Traveler
U1403,Hyundai Ioniq 5,72.6,CS307,Highway,46.86,7.32,6.74,8.77,Morning,Friday,32.3,95.2,70.5,13.8,5,Level 2,Long-Distance Traveler
U1404,Audi e-tron,95.0,CS856,Highway,27.25,4.11,6.67,5.03,Morning,Wednesday,52.4,79.4,57.0,5.2,6,Level 2,Commuter
U1405,Tesla Model Y,75.0,CS555,Public,38.53,6.19,6.63,5.76,Night,Friday,50.2,99.9,43.3,28.1,5,Level 2,Commuter
U1406,Tesla Model S,100.0,CS124,Workplace,47.25,15.28,3.22,5.65,Evening,Thursday,44.5,91.7,124.0,20.2,1,Level 1,Commuter
U1407,Tesla Model S,100.0,CS446,Highway,63.06,19.69,3.22,7.65,Night,Tuesday,20.4,82.1,31.9,14.4,8,Level 1,Long-Distance Traveler
U1408,Nissan Leaf,40.0,CS449,Public,20.03,3.17,6.37,4.44,Night,Sunday,42.9,92.3,78.1,16.7,4,Level 2,Long-Distance Traveler
U1409,Tesla Model 3,75.0,CS673,Public,49.88,7.77,6.73,10.17,Morning,Tuesday,29.7,95.1,25.5,15.8,2,Level 2,Commuter
U1410,Tesla Model 3,75.0,CS538,Home,49.59,1.18,44.47,17.05,Evening,Wednesday,31.9,97.6,39.8,18.5,5,DC Fast,Long-Distance Traveler
U1411,Tesla Model Y,75.0,CS344,Workplace,22.83,0.41,47.08,10.1,Night,Tuesday,49.0,79.1,17.1,17.6,2,DC Fast,Long-Distance Traveler
U1412,Tesla Model 3,75.0,CS580,Home,33.52,4.91,6.81,6.92,Night,Sunday,35.1,79.0,168.8,24.4,4,Level 2,Casual Driver
U1413,Tesla Model S,100.0,CS409,Home,50.89,1.1,44.32,20.1,Morning,Monday,35.0,84.9,213.2,15.5,1,DC Fast,Casual Driver
U1414,Tesla Model S,100.0,CS576,Workplace,62.69,1.55,44.26,25.47,Night,Wednesday,35.6,94.1,53.7,3.5,7,DC Fast,Casual Driver
U1415,Tesla Model S,100.0,CS732,Public,70.11,10.09,6.98,11.57,Night,Tuesday,11.4,79.5,130.0,12.9,1,Level 2,Commuter
U1416,Tesla Model 3,75.0,CS193,Workplace,27.07,3.95,6.92,6.36,Morning,Friday,48.3,82.3,67.2,5.6,4,Level 2,Long-Distance Traveler
U1417,Tesla Model 3,75.0,CS179,Highway,58.41,8.54,7.13,9.28,Night,Friday,17.2,94.2,31.8,22.9,1,Level 2,Commuter
U1418,Tesla Model 3,75.0,CS966,Highway,30.66,0.62,48.7,11.29,Afternoon,Wednesday,41.8,82.4,5.0,21.7,2,DC Fast,Long-Distance Traveler
U1419,Nissan Leaf,40.0,CS702,Highway,19.37,2.93,7.04,4.31,Night,Saturday,51.0,98.9,24.1,22.9,7,Level 2,Commuter
U1420,Kia EV6,77.4,CS539,Workplace,39.45,6.26,6.36,8.3,Night,Wednesday,33.7,81.5,8.1,4.1,3,Level 2,Commuter
U1421,Kia EV6,77.4,CS938,Workplace,37.29,0.78,44.56,14.48,Afternoon,Saturday,36.7,83.6,8.8,13.4,6,DC Fast,Commuter
U1422,Tesla Model X,100.0,CS534,Public,66.22,20.1,3.29,7.92,Morning,Thursday,18.3,81.5,6.9,8.6,5,Level 1,Long-Distance Traveler
U1423,Tesla Model 3,75.0,CS168,Highway,35.97,0.75,46.32,9.3,Evening,Thursday,39.8,82.2,122.5,-9.0,4,DC Fast,Casual Driver
U1424,Nissan Leaf,40.0,CS599,Home,17.64,2.74,6.48,2.81,Night,Saturday,44.5,84.5,17.0,-3.5,1,Level 2,Commuter
U1425,Tesla Model Y,75.0,CS471,Highway,37.87,5.63,6.73,8.41,Evening,Thursday,29.7,79.0,25.4,14.0,6,Level 2,Commuter
U1426,Kia EV6,77.4,CS510,Public,43.02,6.94,6.43,7.03,Morning,Monday,36.4,91.5,98.2,17.9,7,Level 2,Casual Driver
U1427,Tesla Model 3,75.0,CS191,Workplace,56.8,8.38,6.85,11.52,Evening,Wednesday,8.0,83.4,26.0,21.1,5,Level 2,Commuter
U1428,BMW i3,42.2,CS723,Home,21.0,0.54,44.04,7.52,Evening,Saturday,35.7,82.6,65.3,5.6,4,DC Fast,Commuter
U1429,Tesla Model S,100.0,CS900,Home,41.56,12.67,3.29,4.21,Night,Tuesday,40.7,81.9,34.8,17.6,2,Level 1,Long-Distance Traveler
U1430,Tesla Model S,100.0,CS169,Workplace,57.62,1.34,46.54,15.98,Night,Monday,29.7,81.7,26.7,-4.3,4,DC Fast,Commuter
U1431,Nissan Leaf,40.0,CS848,Home,22.36,7.86,3.0,2.28,Evening,Monday,47.7,98.9,24.0,-0.9,2,Level 1,Casual Driver
U1432,Tesla Model S,100.0,CS883,Highway,45.32,6.44,7.05,10.12,Night,Wednesday,36.7,78.5,29.3,0.6,3,Level 2,Long-Distance Traveler
U1433,Nissan Leaf,40.0,CS704,Highway,33.55,0.6,47.19,12.2,Evening,Saturday,8.0,91.6,7.6,19.2,8,DC Fast,Commuter
U1434,Tesla Model Y,75.0,CS216,Workplace,26.89,0.56,44.09,7.4,Evening,Thursday,64.3,98.9,37.4,28.9,1,DC Fast,Long-Distance Traveler
U1435,Tesla Model Y,75.0,CS303,Home,41.51,6.02,6.9,9.52,Night,Thursday,25.0,78.9,29.9,13.3,1,Level 2,Commuter
U1436,Tesla Model Y,75.0,CS125,Highway,27.91,9.15,3.16,4.21,Night,Sunday,54.5,90.1,22.7,31.2,3,Level 1,Casual Driver
U1437,Tesla Model S,100.0,CS650,Highway,89.33,30.0,2.93,14.11,Night,Wednesday,8.0,96.3,42.3,22.9,4,Level 1,Casual Driver
U1438,Chevy Bolt EV,65.0,CS247,Public,34.5,10.63,3.24,4.85,Night,Sunday,27.1,78.8,17.2,13.8,2,Level 1,Commuter
U1439,Tesla Model X,100.0,CS111,Public,63.09,21.9,3.01,8.18,Evening,Wednesday,32.7,93.2,106.6,9.6,6,Level 1,Commuter
U1440,Tesla Model X,100.0,CS194,Home,17.39,2.59,6.95,2.83,Night,Monday,67.5,84.1,58.8,9.0,1,Level 2,Commuter
U1441,BMW i3,42.2,CS402,Home,24.65,3.5,7.02,5.1,Morning,Friday,27.6,80.9,80.0,-1.9,1,Level 2,Casual Driver
U1442,Hyundai Ioniq 5,72.6,CS166,Public,53.73,18.05,2.98,5.93,Night,Sunday,8.0,80.4,5.0,25.3,1,Level 1,Commuter
U1443,Tesla Model 3,75.0,CS800,Workplace,30.38,4.37,7.04,6.15,Afternoon,Tuesday,40.4,80.6,18.8,18.1,1,Level 2,Commuter
U1444,Tesla Model S,100.0,CS280,Home,68.81,1.6,45.69,24.15,Night,Tuesday,15.7,83.8,37.4,17.3,6,DC Fast,Commuter
U1445,Tesla Model X,100.0,CS285,Highway,23.31,0.46,46.89,7.45,Night,Saturday,60.2,81.2,14.6,-5.0,1,DC Fast,Long-Distance Traveler
U1446,BMW i3,42.2,CS531,Highway,27.8,0.68,45.77,8.44,Evening,Monday,29.8,92.5,68.8,31.8,4,DC Fast,Commuter
U1447,Kia EV6,77.4,CS624,Highway,53.48,8.77,6.48,12.36,Morning,Thursday,30.5,96.2,18.7,32.2,6,Level 2,Commuter
U1448,Kia EV6,77.4,CS403,Public,26.27,3.91,6.76,6.19,Evening,Wednesday,48.0,81.5,28.7,23.4,2,Level 2,Casual Driver
U1449,Hyundai Ioniq 5,72.6,CS123,Highway,42.79,0.96,44.59,15.93,Evening,Wednesday,26.7,82.9,27.9,31.4,4,DC Fast,Long-Distance Traveler
U1450,Tesla Model S,100.0,CS179,Public,40.35,1.0,44.11,11.34,Night,Thursday,56.4,95.2,46.5,29.9,2,DC Fast,Casual Driver
U1451,Kia EV6,77.4,CS422,Home,34.5,5.26,6.65,7.33,Night,Monday,39.3,81.7,28.0,7.8,2,Level 2,Commuter
U1452,Tesla Model S,100.0,CS213,Public,72.46,1.6,45.32,29.28,Night,Thursday,8.0,80.2,5.7,19.1,5,DC Fast,Commuter
U1453,Tesla Model 3,75.0,CS820,Highway,48.85,15.67,3.13,5.96,Evening,Thursday,21.7,82.6,69.2,3.7,1,Level 1,Long-Distance Traveler
U1454,Kia EV6,77.4,CS855,Home,32.25,0.76,46.3,9.47,Night,Monday,38.6,79.9,16.0,17.8,2,DC Fast,Commuter
U1455,Tesla Model S,100.0,CS229,Home,37.78,0.93,46.57,10.62,Afternoon,Wednesday,44.4,81.8,53.7,18.1,6,DC Fast,Commuter
U1456,Nissan Leaf,40.0,CS156,Public,24.64,0.57,44.07,9.3,Evening,Tuesday,37.5,96.4,27.1,31.0,4,DC Fast,Long-Distance Traveler
U1457,Tesla Model 3,75.0,CS887,Highway,59.38,9.83,6.44,13.59,Afternoon,Tuesday,19.8,98.8,29.4,20.4,2,Level 2,Long-Distance Traveler
U1458,Chevy Bolt EV,65.0,CS749,Home,21.52,3.22,6.71,4.78,Morning,Wednesday,51.9,84.2,19.6,13.9,5,Level 2,Casual Driver
U1459,Audi e-tron,95.0,CS550,Public,68.98,24.07,3.05,8.7,Morning,Friday,26.9,97.3,21.1,12.3,2,Level 1,Long-Distance Traveler
U1460,Tesla Model S,100.0,CS669,Public,55.66,1.23,46.97,23.63,Morning,Tuesday,44.9,98.6,106.5,11.4,4,DC Fast,Casual Driver
U1461,Tesla Model X,100.0,CS483,Public,46.94,15.13,3.28,5.34,Morning,Wednesday,50.6,97.1,33.3,22.5,8,Level 1,Commuter
U1462,Tesla Model X,100.0,CS438,Highway,84.86,13.97,6.4,16.01,Evening,Tuesday,13.6,95.9,10.1,27.3,5,Level 2,Commuter
U1463,Chevy Bolt EV,65.0,CS652,Highway,44.2,14.22,3.25,4.54,Morning,Saturday,28.0,91.4,36.9,36.6,7,Level 1,Casual Driver
U1464,Tesla Model S,100.0,CS843,Public,55.78,9.37,6.34,10.26,Evening,Tuesday,45.0,98.5,70.4,9.8,6,Level 2,Commuter
U1465,Tesla Model 3,75.0,CS229,Home,34.36,0.83,46.11,11.99,Night,Thursday,34.3,78.6,11.2,28.1,6,DC Fast,Long-Distance Traveler
U1466,Tesla Model Y,75.0,CS397,Home,43.59,15.45,2.93,5.75,Evening,Friday,36.1,90.8,12.8,5.0,1,Level 1,Commuter
U1467,Tesla Model S,100.0,CS418,Workplace,71.05,23.59,3.2,8.45,Night,Tuesday,30.0,96.7,18.8,4.8,1,Level 1,Long-Distance Traveler
U1468,Audi e-tron,95.0,CS941,Workplace,24.49,0.61,49.07,9.79,Night,Friday,58.2,82.6,39.7,6.3,3,DC Fast,Long-Distance Traveler
U1469,Tesla Model S,100.0,CS817,Highway,55.2,8.41,6.58,10.96,Afternoon,Monday,28.1,82.8,41.1,22.4,1,Level 2,Long-Distance Traveler
U1470,Tesla Model Y,75.0,CS615,Workplace,33.04,0.64,45.86,9.27,Night,Tuesday,37.8,80.8,5.0,14.3,5,DC Fast,Casual Driver
U1471,Hyundai Ioniq 5,72.6,CS626,Home,30.17,0.66,44.7,10.42,Evening,Saturday,41.4,82.9,36.8,19.5,2,DC Fast,Casual Driver
U1472,Nissan Leaf,40.0,CS152,Workplace,20.93,0.49,47.4,7.87,Night,Saturday,30.4,81.7,34.9,24.9,1,DC Fast,Commuter
U1473,Audi e-tron,95.0,CS660,Home,61.37,9.8,6.61,12.38,Night,Monday,39.9,96.6,21.7,-10.5,1,Level 2,Commuter
U1474,Hyundai Ioniq 5,72.6,CS163,Home,28.43,4.15,6.87,5.52,Night,Thursday,44.9,83.2,43.3,25.7,6,Level 2,Long-Distance Traveler
U1475,Chevy Bolt EV,65.0,CS219,Public,17.78,2.66,6.7,3.06,Morning,Tuesday,53.6,80.2,16.7,13.0,1,Level 2,Commuter
U1476,Nissan Leaf,40.0,CS551,Public,20.43,2.94,6.97,3.37,Evening,Monday,34.8,84.0,9.9,10.9,1,Level 2,Casual Driver
U1477,Kia EV6,77.4,CS728,Public,57.89,8.8,6.98,11.16,Afternoon,Sunday,23.1,95.2,30.3,11.1,3,Level 2,Casual Driver
U1478,Kia EV6,77.4,CS516,Workplace,36.87,5.28,6.96,8.49,Afternoon,Friday,34.4,81.7,17.0,21.7,3,Level 2,Casual Driver
U1479,Tesla Model Y,75.0,CS981,Public,31.51,10.49,3.16,4.32,Night,Sunday,56.4,97.2,29.9,12.7,2,Level 1,Casual Driver
U1480,Tesla Model 3,75.0,CS387,Public,46.52,1.01,48.33,20.86,Evening,Sunday,22.2,84.2,66.6,20.3,1,DC Fast,Commuter
U1481,Tesla Model S,100.0,CS322,Home,79.58,1.83,45.86,23.96,Afternoon,Thursday,23.3,92.7,100.6,-12.0,5,DC Fast,Commuter
U1482,Tesla Model 3,75.0,CS791,Public,45.17,6.67,6.8,7.56,Night,Wednesday,25.8,82.4,16.8,4.9,6,Level 2,Commuter
U1483,Tesla Model X,100.0,CS153,Highway,52.9,8.41,6.35,7.78,Evening,Friday,30.0,81.7,91.2,25.8,1,Level 2,Casual Driver
U1484,Tesla Model 3,75.0,CS205,Public,51.18,8.25,6.54,12.55,Night,Tuesday,29.0,96.1,44.4,23.9,3,Level 2,Commuter
U1485,Nissan Leaf,40.0,CS412,Workplace,28.88,4.29,7.11,5.11,Morning,Saturday,28.0,94.8,30.8,1.3,5,Level 2,Commuter
U1486,Tesla Model X,100.0,CS968,Workplace,84.14,13.22,6.59,12.13,Evening,Tuesday,18.9,92.3,43.1,-12.0,4,Level 2,Casual Driver
U1487,Audi e-tron,95.0,CS543,Workplace,19.95,0.5,49.36,7.58,Evening,Tuesday,57.1,78.0,49.6,18.9,7,DC Fast,Commuter
U1488,Kia EV6,77.4,CS433,Public,34.04,5.35,6.45,5.25,Night,Sunday,39.8,81.1,31.9,4.9,2,Level 2,Casual Driver
U1489,Tesla Model Y,75.0,CS263,Public,23.28,8.02,2.93,2.49,Night,Monday,48.6,78.9,40.6,26.0,1,Level 1,Commuter
U1490,Tesla Model S,100.0,CS355,Public,78.49,12.17,6.67,17.32,Night,Wednesday,20.1,91.2,40.6,-3.6,2,Level 2,Commuter
U1491,Tesla Model Y,75.0,CS148,Public,32.17,0.6,49.46,12.19,Evening,Wednesday,40.9,80.6,35.4,1.4,3,DC Fast,Commuter
U1492,Audi e-tron,95.0,CS594,Public,47.02,6.8,6.95,7.19,Night,Saturday,32.3,80.1,95.3,28.6,4,Level 2,Commuter
U1493,Tesla Model X,100.0,CS778,Home,58.91,9.08,6.58,10.83,Night,Thursday,28.1,83.4,14.1,35.3,2,Level 2,Commuter
U1494,Tesla Model Y,75.0,CS327,Home,21.47,3.34,6.45,4.32,Evening,Thursday,52.5,79.5,39.6,6.6,4,Level 2,Casual Driver
U1495,Tesla Model S,100.0,CS635,Workplace,64.44,10.76,6.41,11.86,Night,Wednesday,35.8,99.5,33.1,23.1,6,Level 2,Commuter
U1496,Tesla Model Y,75.0,CS244,Public,42.41,14.21,2.97,5.21,Evening,Friday,24.2,79.0,25.5,27.4,2,Level 1,Casual Driver
U1497,Tesla Model X,100.0,CS873,Public,77.48,1.58,47.99,23.97,Night,Friday,8.0,83.2,24.8,27.5,6,DC Fast,Commuter
U1498,Tesla Model S,100.0,CS191,Home,27.98,4.09,6.91,4.23,Morning,Thursday,50.6,78.4,42.3,18.6,1,Level 2,Commuter
U1499,Tesla Model Y,75.0,CS485,Highway,43.74,6.71,6.9,8.1,Afternoon,Wednesday,38.1,95.9,19.4,17.9,2,Level 2,Casual Driver
U1500,Tesla Model S,100.0,CS756,Home,53.36,8.13,6.56,8.96,Afternoon,Saturday,27.3,80.6,110.3,20.0,2,Level 2,Long-Distance Traveler
U1501,Tesla Model X,100.0,CS949,Public,65.51,9.58,6.89,13.12,Evening,Saturday,18.5,83.3,25.7,22.8,6,Level 2,Casual Driver
U1502,Tesla Model Y,75.0,CS780,Workplace,36.24,5.0,7.17,8.39,Night,Sunday,33.5,79.9,19.0,29.7,4,Level 2,Commuter
U1503,Chevy Bolt EV,65.0,CS187,Workplace,22.68,0.48,44.8,7.78,Morning,Sunday,48.9,82.4,181.2,10.2,5,DC Fast,Commuter
U1504,Tesla Model S,100.0,CS806,Public,48.37,1.2,46.36,13.4,Evening,Monday,47.6,92.4,5.0,38.3,3,DC Fast,Casual Driver
U1505,Hyundai Ioniq 5,72.6,CS630,Public,40.25,5.55,7.16,9.19,Evening,Sunday,29.3,81.8,13.6,33.5,5,Level 2,Casual Driver
U1506,Audi e-tron,95.0,CS959,Home,53.83,7.71,7.11,11.98,Morning,Thursday,28.1,84.6,14.2,19.0,2,Level 2,Casual Driver
U1507,Tesla Model 3,75.0,CS918,Workplace,40.23,6.01,6.71,9.61,Night,Thursday,29.5,81.8,60.2,13.8,5,Level 2,Casual Driver
U1508,Tesla Model S,100.0,CS440,Public,77.89,11.65,7.09,13.83,Night,Monday,23.0,97.3,15.1,8.4,6,Level 2,Casual Driver
U1509,Tesla Model Y,75.0,CS948,Workplace,32.35,4.81,6.94,5.1,Evening,Saturday,42.8,84.8,21.7,13.0,6,Level 2,Commuter
U1510,Tesla Model 3,75.0,CS846,Public,28.41,4.73,6.53,4.4,Evening,Friday,63.4,99.4,5.0,7.1,5,Level 2,Commuter
U1511,Tesla Model X,100.0,CS312,Workplace,69.59,21.92,3.21,9.16,Evening,Monday,14.7,83.6,36.0,17.5,1,Level 1,Commuter
U1512,Chevy Bolt EV,65.0,CS791,Workplace,13.41,2.06,6.44,2.36,Morning,Tuesday,73.5,92.7,43.6,3.0,1,Level 2,Commuter
U1513,Nissan Leaf,40.0,CS579,Workplace,25.93,0.53,49.34,7.7,Night,Monday,15.5,78.7,18.4,26.2,2,DC Fast,Casual Driver
U1514,Nissan Leaf,40.0,CS434,Workplace,26.85,0.6,47.05,7.98,Morning,Friday,17.0,83.3,23.1,23.3,4,DC Fast,Commuter
U1515,Chevy Bolt EV,65.0,CS264,Workplace,41.74,6.27,7.08,9.89,Evening,Thursday,35.3,98.9,66.7,22.5,2,Level 2,Casual Driver
U1516,Tesla Model 3,75.0,CS432,Workplace,41.63,6.64,6.35,8.58,Afternoon,Sunday,31.1,82.5,11.8,1.3,1,Level 2,Casual Driver
